LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;IntRate
LUX;LTINT;TOT;PC_PA;A;2019;-0,12002;-0,1200%
SWE;LTINT;TOT;PC_PA;A;1987;11,68000;11,6800%
SWE;LTINT;TOT;PC_PA;A;1988;11,35167;11,3517%
SWE;LTINT;TOT;PC_PA;A;1989;11,18000;11,1800%
SWE;LTINT;TOT;PC_PA;A;1990;13,15917;13,1592%
SWE;LTINT;TOT;PC_PA;A;1991;10,69083;10,6908%
SWE;LTINT;TOT;PC_PA;A;1992;10,01667;10,0167%
SWE;LTINT;TOT;PC_PA;A;1993;8,53917;8,5392%
SWE;LTINT;TOT;PC_PA;A;1994;9,49500;9,4950%
SWE;LTINT;TOT;PC_PA;A;1995;10,24417;10,2442%
SWE;LTINT;TOT;PC_PA;A;1996;8,02667;8,0267%
SWE;LTINT;TOT;PC_PA;A;1997;6,61417;6,6142%
SWE;LTINT;TOT;PC_PA;A;1998;4,98917;4,9892%
SWE;LTINT;TOT;PC_PA;A;1999;4,98000;4,9800%
SWE;LTINT;TOT;PC_PA;A;2000;5,36750;5,3675%
SWE;LTINT;TOT;PC_PA;A;2001;5,10750;5,1075%
SWE;LTINT;TOT;PC_PA;A;2002;5,30333;5,3033%
SWE;LTINT;TOT;PC_PA;A;2003;4,63833;4,6383%
SWE;LTINT;TOT;PC_PA;A;2004;4,42500;4,4250%
SWE;LTINT;TOT;PC_PA;A;2005;3,38250;3,3825%
SWE;LTINT;TOT;PC_PA;A;2006;3,70417;3,7042%
SWE;LTINT;TOT;PC_PA;A;2007;4,16750;4,1675%
SWE;LTINT;TOT;PC_PA;A;2008;3,88750;3,8875%
SWE;LTINT;TOT;PC_PA;A;2009;3,25000;3,2500%
SWE;LTINT;TOT;PC_PA;A;2010;2,89333;2,8933%
SWE;LTINT;TOT;PC_PA;A;2011;2,60500;2,6050%
SWE;LTINT;TOT;PC_PA;A;2012;1,59250;1,5925%
SWE;LTINT;TOT;PC_PA;A;2013;2,12083;2,1208%
SWE;LTINT;TOT;PC_PA;A;2014;1,72000;1,7200%
SWE;LTINT;TOT;PC_PA;A;2015;0,71917;0,7192%
SWE;LTINT;TOT;PC_PA;A;2016;0,51917;0,5192%
SWE;LTINT;TOT;PC_PA;A;2017;0,65500;0,6550%
SWE;LTINT;TOT;PC_PA;A;2018;0,65167;0,6517%
SWE;LTINT;TOT;PC_PA;A;2019;0,04667;0,0467%
FRA;LTINT;TOT;PC_PA;A;1960;5,66333;5,6633%
FRA;LTINT;TOT;PC_PA;A;1961;5,51917;5,5192%
FRA;LTINT;TOT;PC_PA;A;1962;5,43417;5,4342%
FRA;LTINT;TOT;PC_PA;A;1963;5,33833;5,3383%
FRA;LTINT;TOT;PC_PA;A;1964;5,44917;5,4492%
FRA;LTINT;TOT;PC_PA;A;1965;6,20250;6,2025%
FRA;LTINT;TOT;PC_PA;A;1966;6,57917;6,5792%
FRA;LTINT;TOT;PC_PA;A;1967;6,70667;6,7067%
FRA;LTINT;TOT;PC_PA;A;1968;6,95083;6,9508%
FRA;LTINT;TOT;PC_PA;A;1969;8,17750;8,1775%
FRA;LTINT;TOT;PC_PA;A;1970;8,55083;8,5508%
FRA;LTINT;TOT;PC_PA;A;1971;8,42167;8,4217%
FRA;LTINT;TOT;PC_PA;A;1972;8,01333;8,0133%
FRA;LTINT;TOT;PC_PA;A;1973;8,99833;8,9983%
FRA;LTINT;TOT;PC_PA;A;1974;11,00250;11,0025%
FRA;LTINT;TOT;PC_PA;A;1975;10,31167;10,3117%
FRA;LTINT;TOT;PC_PA;A;1976;10,51000;10,5100%
FRA;LTINT;TOT;PC_PA;A;1977;10,99167;10,9917%
FRA;LTINT;TOT;PC_PA;A;1978;10,61167;10,6117%
FRA;LTINT;TOT;PC_PA;A;1979;10,84750;10,8475%
FRA;LTINT;TOT;PC_PA;A;1980;13,78417;13,7842%
FRA;LTINT;TOT;PC_PA;A;1981;16,29167;16,2917%
FRA;LTINT;TOT;PC_PA;A;1982;15,99750;15,9975%
FRA;LTINT;TOT;PC_PA;A;1983;14,36833;14,3683%
FRA;LTINT;TOT;PC_PA;A;1984;13,40417;13,4042%
FRA;LTINT;TOT;PC_PA;A;1985;11,86667;11,8667%
FRA;LTINT;TOT;PC_PA;A;1986;9,11917;9,1192%
FRA;LTINT;TOT;PC_PA;A;1987;9,47863;9,4786%
FRA;LTINT;TOT;PC_PA;A;1988;9,08405;9,0841%
FRA;LTINT;TOT;PC_PA;A;1989;8,79606;8,7961%
FRA;LTINT;TOT;PC_PA;A;1990;9,93212;9,9321%
FRA;LTINT;TOT;PC_PA;A;1991;9,03834;9,0383%
FRA;LTINT;TOT;PC_PA;A;1992;8,58788;8,5879%
FRA;LTINT;TOT;PC_PA;A;1993;6,77500;6,7750%
FRA;LTINT;TOT;PC_PA;A;1994;7,21379;7,2138%
FRA;LTINT;TOT;PC_PA;A;1995;7,53498;7,5350%
FRA;LTINT;TOT;PC_PA;A;1996;6,31214;6,3121%
FRA;LTINT;TOT;PC_PA;A;1997;5,58251;5,5825%
FRA;LTINT;TOT;PC_PA;A;1998;4,64021;4,6402%
FRA;LTINT;TOT;PC_PA;A;1999;4,60878;4,6088%
FRA;LTINT;TOT;PC_PA;A;2000;5,39447;5,3945%
FRA;LTINT;TOT;PC_PA;A;2001;4,93946;4,9395%
FRA;LTINT;TOT;PC_PA;A;2002;4,86122;4,8612%
FRA;LTINT;TOT;PC_PA;A;2003;4,13089;4,1309%
FRA;LTINT;TOT;PC_PA;A;2004;4,09917;4,0992%
FRA;LTINT;TOT;PC_PA;A;2005;3,40944;3,4094%
FRA;LTINT;TOT;PC_PA;A;2006;3,79574;3,7957%
FRA;LTINT;TOT;PC_PA;A;2007;4,30320;4,3032%
FRA;LTINT;TOT;PC_PA;A;2008;4,23433;4,2343%
FRA;LTINT;TOT;PC_PA;A;2009;3,64882;3,6488%
FRA;LTINT;TOT;PC_PA;A;2010;3,11702;3,1170%
FRA;LTINT;TOT;PC_PA;A;2011;3,32106;3,3211%
FRA;LTINT;TOT;PC_PA;A;2012;2,53599;2,5360%
FRA;LTINT;TOT;PC_PA;A;2013;2,20435;2,2044%
FRA;LTINT;TOT;PC_PA;A;2014;1,66644;1,6664%
FRA;LTINT;TOT;PC_PA;A;2015;0,84186;0,8419%
FRA;LTINT;TOT;PC_PA;A;2016;0,46788;0,4679%
FRA;LTINT;TOT;PC_PA;A;2017;0,80986;0,8099%
FRA;LTINT;TOT;PC_PA;A;2018;0,78411;0,7841%
FRA;LTINT;TOT;PC_PA;A;2019;0,13020;0,1302%
CAN;LTINT;TOT;PC_PA;A;1955;3,18917;3,1892%
CAN;LTINT;TOT;PC_PA;A;1956;3,60583;3,6058%
CAN;LTINT;TOT;PC_PA;A;1957;4,12500;4,1250%
CAN;LTINT;TOT;PC_PA;A;1958;4,11583;4,1158%
CAN;LTINT;TOT;PC_PA;A;1959;5,04833;5,0483%
CAN;LTINT;TOT;PC_PA;A;1960;5,18833;5,1883%
CAN;LTINT;TOT;PC_PA;A;1961;5,05833;5,0583%
CAN;LTINT;TOT;PC_PA;A;1962;5,09917;5,0992%
CAN;LTINT;TOT;PC_PA;A;1963;5,09083;5,0908%
CAN;LTINT;TOT;PC_PA;A;1964;5,18417;5,1842%
CAN;LTINT;TOT;PC_PA;A;1965;5,19917;5,1992%
CAN;LTINT;TOT;PC_PA;A;1966;5,68500;5,6850%
CAN;LTINT;TOT;PC_PA;A;1967;5,89833;5,8983%
CAN;LTINT;TOT;PC_PA;A;1968;6,72500;6,7250%
CAN;LTINT;TOT;PC_PA;A;1969;7,55833;7,5583%
CAN;LTINT;TOT;PC_PA;A;1970;7,96583;7,9658%
CAN;LTINT;TOT;PC_PA;A;1971;6,94500;6,9450%
CAN;LTINT;TOT;PC_PA;A;1972;7,22500;7,2250%
CAN;LTINT;TOT;PC_PA;A;1973;7,52833;7,5283%
CAN;LTINT;TOT;PC_PA;A;1974;8,87000;8,8700%
CAN;LTINT;TOT;PC_PA;A;1975;8,99333;8,9933%
CAN;LTINT;TOT;PC_PA;A;1976;9,22917;9,2292%
CAN;LTINT;TOT;PC_PA;A;1977;8,69333;8,6933%
CAN;LTINT;TOT;PC_PA;A;1978;9,23583;9,2358%
CAN;LTINT;TOT;PC_PA;A;1979;10,17917;10,1792%
CAN;LTINT;TOT;PC_PA;A;1980;12,33833;12,3383%
CAN;LTINT;TOT;PC_PA;A;1981;14,98917;14,9892%
CAN;LTINT;TOT;PC_PA;A;1982;14,43533;14,4353%
CAN;LTINT;TOT;PC_PA;A;1983;11,39858;11,3986%
CAN;LTINT;TOT;PC_PA;A;1984;12,71004;12,7100%
CAN;LTINT;TOT;PC_PA;A;1985;10,91183;10,9118%
CAN;LTINT;TOT;PC_PA;A;1986;9,14554;9,1455%
CAN;LTINT;TOT;PC_PA;A;1987;9,47071;9,4707%
CAN;LTINT;TOT;PC_PA;A;1988;9,83092;9,8309%
CAN;LTINT;TOT;PC_PA;A;1989;9,78318;9,7832%
CAN;LTINT;TOT;PC_PA;A;1990;10,71762;10,7176%
CAN;LTINT;TOT;PC_PA;A;1991;9,44977;9,4498%
CAN;LTINT;TOT;PC_PA;A;1992;8,07655;8,0765%
CAN;LTINT;TOT;PC_PA;A;1993;7,24435;7,2444%
CAN;LTINT;TOT;PC_PA;A;1994;8,36164;8,3616%
CAN;LTINT;TOT;PC_PA;A;1995;8,16179;8,1618%
CAN;LTINT;TOT;PC_PA;A;1996;7,22992;7,2299%
CAN;LTINT;TOT;PC_PA;A;1997;6,14307;6,1431%
CAN;LTINT;TOT;PC_PA;A;1998;5,27905;5,2791%
CAN;LTINT;TOT;PC_PA;A;1999;5,54110;5,5411%
CAN;LTINT;TOT;PC_PA;A;2000;5,92541;5,9254%
CAN;LTINT;TOT;PC_PA;A;2001;5,48027;5,4803%
CAN;LTINT;TOT;PC_PA;A;2002;5,29091;5,2909%
CAN;LTINT;TOT;PC_PA;A;2003;4,81054;4,8105%
CAN;LTINT;TOT;PC_PA;A;2004;4,57961;4,5796%
CAN;LTINT;TOT;PC_PA;A;2005;4,06693;4,0669%
CAN;LTINT;TOT;PC_PA;A;2006;4,20776;4,2078%
CAN;LTINT;TOT;PC_PA;A;2007;4,26977;4,2698%
CAN;LTINT;TOT;PC_PA;A;2008;3,60530;3,6053%
CAN;LTINT;TOT;PC_PA;A;2009;3,23062;3,2306%
CAN;LTINT;TOT;PC_PA;A;2010;3,23514;3,2351%
CAN;LTINT;TOT;PC_PA;A;2011;2,78304;2,7830%
CAN;LTINT;TOT;PC_PA;A;2012;1,87341;1,8734%
CAN;LTINT;TOT;PC_PA;A;2013;2,26196;2,2620%
CAN;LTINT;TOT;PC_PA;A;2014;2,23083;2,2308%
CAN;LTINT;TOT;PC_PA;A;2015;1,52170;1,5217%
CAN;LTINT;TOT;PC_PA;A;2016;1,25176;1,2518%
CAN;LTINT;TOT;PC_PA;A;2017;1,78365;1,7837%
CAN;LTINT;TOT;PC_PA;A;2018;2,27791;2,2779%
CAN;LTINT;TOT;PC_PA;A;2019;1,58888;1,5889%
NLD;LTINT;TOT;PC_PA;A;1959;4,39833;4,3983%
NLD;LTINT;TOT;PC_PA;A;1960;4,45500;4,4550%
NLD;LTINT;TOT;PC_PA;A;1961;4,17917;4,1792%
NLD;LTINT;TOT;PC_PA;A;1962;4,23583;4,2358%
NLD;LTINT;TOT;PC_PA;A;1963;4,30917;4,3092%
NLD;LTINT;TOT;PC_PA;A;1964;5,08917;5,0892%
NLD;LTINT;TOT;PC_PA;A;1965;5,50083;5,5008%
NLD;LTINT;TOT;PC_PA;A;1966;6,58333;6,5833%
NLD;LTINT;TOT;PC_PA;A;1967;6,42417;6,4242%
NLD;LTINT;TOT;PC_PA;A;1968;6,51917;6,5192%
NLD;LTINT;TOT;PC_PA;A;1969;7,47333;7,4733%
NLD;LTINT;TOT;PC_PA;A;1970;8,01083;8,0108%
NLD;LTINT;TOT;PC_PA;A;1971;7,62583;7,6258%
NLD;LTINT;TOT;PC_PA;A;1972;7,35417;7,3542%
NLD;LTINT;TOT;PC_PA;A;1973;7,91667;7,9167%
NLD;LTINT;TOT;PC_PA;A;1974;9,82417;9,8242%
NLD;LTINT;TOT;PC_PA;A;1975;8,78667;8,7867%
NLD;LTINT;TOT;PC_PA;A;1976;8,95250;8,9525%
NLD;LTINT;TOT;PC_PA;A;1977;8,10083;8,1008%
NLD;LTINT;TOT;PC_PA;A;1978;7,73583;7,7358%
NLD;LTINT;TOT;PC_PA;A;1979;8,77500;8,7750%
NLD;LTINT;TOT;PC_PA;A;1980;10,20833;10,2083%
NLD;LTINT;TOT;PC_PA;A;1981;11,55250;11,5525%
NLD;LTINT;TOT;PC_PA;A;1982;10,09750;10,0975%
NLD;LTINT;TOT;PC_PA;A;1983;8,61083;8,6108%
NLD;LTINT;TOT;PC_PA;A;1984;8,32833;8,3283%
NLD;LTINT;TOT;PC_PA;A;1985;7,32750;7,3275%
NLD;LTINT;TOT;PC_PA;A;1986;6,31750;6,3175%
NLD;LTINT;TOT;PC_PA;A;1987;6,40250;6,4025%
NLD;LTINT;TOT;PC_PA;A;1988;6,41583;6,4158%
NLD;LTINT;TOT;PC_PA;A;1989;7,21833;7,2183%
NLD;LTINT;TOT;PC_PA;A;1990;8,92083;8,9208%
NLD;LTINT;TOT;PC_PA;A;1991;8,73917;8,7392%
NLD;LTINT;TOT;PC_PA;A;1992;8,10250;8,1025%
NLD;LTINT;TOT;PC_PA;A;1993;6,36083;6,3608%
NLD;LTINT;TOT;PC_PA;A;1994;6,86500;6,8650%
NLD;LTINT;TOT;PC_PA;A;1995;6,89917;6,8992%
NLD;LTINT;TOT;PC_PA;A;1996;6,15083;6,1508%
NLD;LTINT;TOT;PC_PA;A;1997;5,57667;5,5767%
NLD;LTINT;TOT;PC_PA;A;1998;4,63167;4,6317%
NLD;LTINT;TOT;PC_PA;A;1999;4,62925;4,6293%
NLD;LTINT;TOT;PC_PA;A;2000;5,40383;5,4038%
NLD;LTINT;TOT;PC_PA;A;2001;4,95750;4,9575%
NLD;LTINT;TOT;PC_PA;A;2002;4,89025;4,8903%
NLD;LTINT;TOT;PC_PA;A;2003;4,12317;4,1232%
NLD;LTINT;TOT;PC_PA;A;2004;4,09500;4,0950%
NLD;LTINT;TOT;PC_PA;A;2005;3,37400;3,3740%
NLD;LTINT;TOT;PC_PA;A;2006;3,78075;3,7808%
NLD;LTINT;TOT;PC_PA;A;2007;4,28817;4,2882%
NLD;LTINT;TOT;PC_PA;A;2008;4,22675;4,2268%
NLD;LTINT;TOT;PC_PA;A;2009;3,68683;3,6868%
NLD;LTINT;TOT;PC_PA;A;2010;2,99008;2,9901%
NLD;LTINT;TOT;PC_PA;A;2011;2,98875;2,9888%
NLD;LTINT;TOT;PC_PA;A;2012;1,93350;1,9335%
NLD;LTINT;TOT;PC_PA;A;2013;1,95892;1,9589%
NLD;LTINT;TOT;PC_PA;A;2014;1,45467;1,4547%
NLD;LTINT;TOT;PC_PA;A;2015;0,69033;0,6903%
NLD;LTINT;TOT;PC_PA;A;2016;0,29108;0,2911%
NLD;LTINT;TOT;PC_PA;A;2017;0,52208;0,5221%
NLD;LTINT;TOT;PC_PA;A;2018;0,57667;0,5767%
NLD;LTINT;TOT;PC_PA;A;2019;-0,07000;-0,0700%
FIN;LTINT;TOT;PC_PA;A;1988;10,55750;10,5575%
FIN;LTINT;TOT;PC_PA;A;1989;12,08583;12,0858%
FIN;LTINT;TOT;PC_PA;A;1990;13,21000;13,2100%
FIN;LTINT;TOT;PC_PA;A;1991;11,71167;11,7117%
FIN;LTINT;TOT;PC_PA;A;1992;11,97250;11,9725%
FIN;LTINT;TOT;PC_PA;A;1993;8,82500;8,8250%
FIN;LTINT;TOT;PC_PA;A;1994;9,03667;9,0367%
FIN;LTINT;TOT;PC_PA;A;1995;8,79167;8,7917%
FIN;LTINT;TOT;PC_PA;A;1996;7,07667;7,0767%
FIN;LTINT;TOT;PC_PA;A;1997;5,95750;5,9575%
FIN;LTINT;TOT;PC_PA;A;1998;4,78750;4,7875%
FIN;LTINT;TOT;PC_PA;A;1999;4,72250;4,7225%
FIN;LTINT;TOT;PC_PA;A;2000;5,48250;5,4825%
FIN;LTINT;TOT;PC_PA;A;2001;5,04333;5,0433%
FIN;LTINT;TOT;PC_PA;A;2002;4,98083;4,9808%
FIN;LTINT;TOT;PC_PA;A;2003;4,13500;4,1350%
FIN;LTINT;TOT;PC_PA;A;2004;4,10917;4,1092%
FIN;LTINT;TOT;PC_PA;A;2005;3,35083;3,3508%
FIN;LTINT;TOT;PC_PA;A;2006;3,78250;3,7825%
FIN;LTINT;TOT;PC_PA;A;2007;4,29333;4,2933%
FIN;LTINT;TOT;PC_PA;A;2008;4,29000;4,2900%
FIN;LTINT;TOT;PC_PA;A;2009;3,73833;3,7383%
FIN;LTINT;TOT;PC_PA;A;2010;3,01083;3,0108%
FIN;LTINT;TOT;PC_PA;A;2011;3,00583;3,0058%
FIN;LTINT;TOT;PC_PA;A;2012;1,88333;1,8833%
FIN;LTINT;TOT;PC_PA;A;2013;1,86083;1,8608%
FIN;LTINT;TOT;PC_PA;A;2014;1,44833;1,4483%
FIN;LTINT;TOT;PC_PA;A;2015;0,72333;0,7233%
FIN;LTINT;TOT;PC_PA;A;2016;0,36500;0,3650%
FIN;LTINT;TOT;PC_PA;A;2017;0,54667;0,5467%
FIN;LTINT;TOT;PC_PA;A;2018;0,66167;0,6617%
FIN;LTINT;TOT;PC_PA;A;2019;0,07000;0,0700%
POL;LTINT;TOT;PC_PA;A;2001;10,68167;10,6817%
POL;LTINT;TOT;PC_PA;A;2002;7,35583;7,3558%
POL;LTINT;TOT;PC_PA;A;2003;5,77750;5,7775%
POL;LTINT;TOT;PC_PA;A;2004;6,89667;6,8967%
POL;LTINT;TOT;PC_PA;A;2005;5,21833;5,2183%
POL;LTINT;TOT;PC_PA;A;2006;5,23167;5,2317%
POL;LTINT;TOT;PC_PA;A;2007;5,48433;5,4843%
POL;LTINT;TOT;PC_PA;A;2008;6,07167;6,0717%
POL;LTINT;TOT;PC_PA;A;2009;6,12060;6,1206%
POL;LTINT;TOT;PC_PA;A;2010;5,78167;5,7817%
POL;LTINT;TOT;PC_PA;A;2011;5,95558;5,9556%
POL;LTINT;TOT;PC_PA;A;2012;4,99928;4,9993%
POL;LTINT;TOT;PC_PA;A;2013;4,03329;4,0333%
POL;LTINT;TOT;PC_PA;A;2014;3,51621;3,5162%
POL;LTINT;TOT;PC_PA;A;2015;2,70056;2,7006%
POL;LTINT;TOT;PC_PA;A;2016;3,03569;3,0357%
POL;LTINT;TOT;PC_PA;A;2017;3,42000;3,4200%
POL;LTINT;TOT;PC_PA;A;2018;3,19833;3,1983%
POL;LTINT;TOT;PC_PA;A;2019;2,34750;2,3475%
GBR;LTINT;TOT;PC_PA;A;1960;5,85583;5,8558%
GBR;LTINT;TOT;PC_PA;A;1961;6,26417;6,2642%
GBR;LTINT;TOT;PC_PA;A;1962;5,76417;5,7642%
GBR;LTINT;TOT;PC_PA;A;1963;5,16583;5,1658%
GBR;LTINT;TOT;PC_PA;A;1964;5,70250;5,7025%
GBR;LTINT;TOT;PC_PA;A;1965;6,55167;6,5517%
GBR;LTINT;TOT;PC_PA;A;1966;6,86667;6,8667%
GBR;LTINT;TOT;PC_PA;A;1967;6,70000;6,7000%
GBR;LTINT;TOT;PC_PA;A;1968;7,50917;7,5092%
GBR;LTINT;TOT;PC_PA;A;1969;8,83000;8,8300%
GBR;LTINT;TOT;PC_PA;A;1970;8,63417;8,6342%
GBR;LTINT;TOT;PC_PA;A;1971;7,86833;7,8683%
GBR;LTINT;TOT;PC_PA;A;1972;8,37500;8,3750%
GBR;LTINT;TOT;PC_PA;A;1973;10,55833;10,5583%
GBR;LTINT;TOT;PC_PA;A;1974;14,20667;14,2067%
GBR;LTINT;TOT;PC_PA;A;1975;13,18167;13,1817%
GBR;LTINT;TOT;PC_PA;A;1976;13,61000;13,6100%
GBR;LTINT;TOT;PC_PA;A;1977;12,02750;12,0275%
GBR;LTINT;TOT;PC_PA;A;1978;12,06500;12,0650%
GBR;LTINT;TOT;PC_PA;A;1979;12,94583;12,9458%
GBR;LTINT;TOT;PC_PA;A;1980;13,91333;13,9133%
GBR;LTINT;TOT;PC_PA;A;1981;14,88333;14,8833%
GBR;LTINT;TOT;PC_PA;A;1982;13,08500;13,0850%
GBR;LTINT;TOT;PC_PA;A;1983;11,26833;11,2683%
GBR;LTINT;TOT;PC_PA;A;1984;11,12750;11,1275%
GBR;LTINT;TOT;PC_PA;A;1985;10,97000;10,9700%
GBR;LTINT;TOT;PC_PA;A;1986;10,13500;10,1350%
GBR;LTINT;TOT;PC_PA;A;1987;9,57083;9,5708%
GBR;LTINT;TOT;PC_PA;A;1988;9,67583;9,6758%
GBR;LTINT;TOT;PC_PA;A;1989;10,19083;10,1908%
GBR;LTINT;TOT;PC_PA;A;1990;11,80250;11,8025%
GBR;LTINT;TOT;PC_PA;A;1991;10,10500;10,1050%
GBR;LTINT;TOT;PC_PA;A;1992;9,06333;9,0633%
GBR;LTINT;TOT;PC_PA;A;1993;7,47961;7,4796%
GBR;LTINT;TOT;PC_PA;A;1994;8,12210;8,1221%
GBR;LTINT;TOT;PC_PA;A;1995;8,20028;8,2003%
GBR;LTINT;TOT;PC_PA;A;1996;7,81018;7,8102%
GBR;LTINT;TOT;PC_PA;A;1997;7,05259;7,0526%
GBR;LTINT;TOT;PC_PA;A;1998;5,55096;5,5510%
GBR;LTINT;TOT;PC_PA;A;1999;5,09353;5,0935%
GBR;LTINT;TOT;PC_PA;A;2000;5,32898;5,3290%
GBR;LTINT;TOT;PC_PA;A;2001;4,92950;4,9295%
GBR;LTINT;TOT;PC_PA;A;2002;4,89424;4,8942%
GBR;LTINT;TOT;PC_PA;A;2003;4,52659;4,5266%
GBR;LTINT;TOT;PC_PA;A;2004;4,88227;4,8823%
GBR;LTINT;TOT;PC_PA;A;2005;4,41389;4,4139%
GBR;LTINT;TOT;PC_PA;A;2006;4,50168;4,5017%
GBR;LTINT;TOT;PC_PA;A;2007;5,01128;5,0113%
GBR;LTINT;TOT;PC_PA;A;2008;4,59073;4,5907%
GBR;LTINT;TOT;PC_PA;A;2009;3,64752;3,6475%
GBR;LTINT;TOT;PC_PA;A;2010;3,62443;3,6244%
GBR;LTINT;TOT;PC_PA;A;2011;3,13599;3,1360%
GBR;LTINT;TOT;PC_PA;A;2012;1,91804;1,9180%
GBR;LTINT;TOT;PC_PA;A;2013;2,38978;2,3898%
GBR;LTINT;TOT;PC_PA;A;2014;2,56908;2,5691%
GBR;LTINT;TOT;PC_PA;A;2015;1,90103;1,9010%
GBR;LTINT;TOT;PC_PA;A;2016;1,30521;1,3052%
GBR;LTINT;TOT;PC_PA;A;2017;1,23581;1,2358%
GBR;LTINT;TOT;PC_PA;A;2018;1,46066;1,4607%
GBR;LTINT;TOT;PC_PA;A;2019;0,93583;0,9358%
AUT;LTINT;TOT;PC_PA;A;1990;8,72750;8,7275%
AUT;LTINT;TOT;PC_PA;A;1991;8,54667;8,5467%
AUT;LTINT;TOT;PC_PA;A;1992;8,13917;8,1392%
AUT;LTINT;TOT;PC_PA;A;1993;6,70500;6,7050%
AUT;LTINT;TOT;PC_PA;A;1994;7,02500;7,0250%
AUT;LTINT;TOT;PC_PA;A;1995;7,13417;7,1342%
AUT;LTINT;TOT;PC_PA;A;1996;6,32250;6,3225%
AUT;LTINT;TOT;PC_PA;A;1997;5,68250;5,6825%
AUT;LTINT;TOT;PC_PA;A;1998;4,71333;4,7133%
AUT;LTINT;TOT;PC_PA;A;1999;4,67917;4,6792%
AUT;LTINT;TOT;PC_PA;A;2000;5,55667;5,5567%
AUT;LTINT;TOT;PC_PA;A;2001;5,07917;5,0792%
AUT;LTINT;TOT;PC_PA;A;2002;4,96417;4,9642%
AUT;LTINT;TOT;PC_PA;A;2003;4,14083;4,1408%
AUT;LTINT;TOT;PC_PA;A;2004;4,13083;4,1308%
AUT;LTINT;TOT;PC_PA;A;2005;3,39417;3,3942%
AUT;LTINT;TOT;PC_PA;A;2006;3,80000;3,8000%
AUT;LTINT;TOT;PC_PA;A;2007;4,29750;4,2975%
AUT;LTINT;TOT;PC_PA;A;2008;4,35833;4,3583%
AUT;LTINT;TOT;PC_PA;A;2009;3,93667;3,9367%
AUT;LTINT;TOT;PC_PA;A;2010;3,22583;3,2258%
AUT;LTINT;TOT;PC_PA;A;2011;3,31917;3,3192%
AUT;LTINT;TOT;PC_PA;A;2012;2,37250;2,3725%
AUT;LTINT;TOT;PC_PA;A;2013;2,01000;2,0100%
AUT;LTINT;TOT;PC_PA;A;2014;1,48750;1,4875%
AUT;LTINT;TOT;PC_PA;A;2015;0,74635;0,7464%
AUT;LTINT;TOT;PC_PA;A;2016;0,37539;0,3754%
AUT;LTINT;TOT;PC_PA;A;2017;0,58327;0,5833%
AUT;LTINT;TOT;PC_PA;A;2018;0,68615;0,6862%
AUT;LTINT;TOT;PC_PA;A;2019;0,06293;0,0629%
ESP;LTINT;TOT;PC_PA;A;1980;15,96083;15,9608%
ESP;LTINT;TOT;PC_PA;A;1981;15,81167;15,8117%
ESP;LTINT;TOT;PC_PA;A;1982;15,98750;15,9875%
ESP;LTINT;TOT;PC_PA;A;1983;16,90917;16,9092%
ESP;LTINT;TOT;PC_PA;A;1984;16,52250;16,5225%
ESP;LTINT;TOT;PC_PA;A;1985;13,36750;13,3675%
ESP;LTINT;TOT;PC_PA;A;1986;11,35417;11,3542%
ESP;LTINT;TOT;PC_PA;A;1987;12,81333;12,8133%
ESP;LTINT;TOT;PC_PA;A;1988;11,74417;11,7442%
ESP;LTINT;TOT;PC_PA;A;1989;13,60058;13,6006%
ESP;LTINT;TOT;PC_PA;A;1990;14,67750;14,6775%
ESP;LTINT;TOT;PC_PA;A;1991;12,36055;12,3606%
ESP;LTINT;TOT;PC_PA;A;1992;11,69519;11,6952%
ESP;LTINT;TOT;PC_PA;A;1993;10,21079;10,2108%
ESP;LTINT;TOT;PC_PA;A;1994;9,99779;9,9978%
ESP;LTINT;TOT;PC_PA;A;1995;11,27094;11,2709%
ESP;LTINT;TOT;PC_PA;A;1996;8,73646;8,7365%
ESP;LTINT;TOT;PC_PA;A;1997;6,40154;6,4015%
ESP;LTINT;TOT;PC_PA;A;1998;4,83293;4,8329%
ESP;LTINT;TOT;PC_PA;A;1999;4,72731;4,7273%
ESP;LTINT;TOT;PC_PA;A;2000;5,52587;5,5259%
ESP;LTINT;TOT;PC_PA;A;2001;5,11528;5,1153%
ESP;LTINT;TOT;PC_PA;A;2002;4,95764;4,9576%
ESP;LTINT;TOT;PC_PA;A;2003;4,12304;4,1230%
ESP;LTINT;TOT;PC_PA;A;2004;4,10414;4,1041%
ESP;LTINT;TOT;PC_PA;A;2005;3,38635;3,3863%
ESP;LTINT;TOT;PC_PA;A;2006;3,78431;3,7843%
ESP;LTINT;TOT;PC_PA;A;2007;4,30663;4,3066%
ESP;LTINT;TOT;PC_PA;A;2008;4,36373;4,3637%
ESP;LTINT;TOT;PC_PA;A;2009;3,97430;3,9743%
ESP;LTINT;TOT;PC_PA;A;2010;4,25000;4,2500%
ESP;LTINT;TOT;PC_PA;A;2011;5,43689;5,4369%
ESP;LTINT;TOT;PC_PA;A;2012;5,84654;5,8465%
ESP;LTINT;TOT;PC_PA;A;2013;4,56196;4,5620%
ESP;LTINT;TOT;PC_PA;A;2014;2,72183;2,7218%
ESP;LTINT;TOT;PC_PA;A;2015;1,73509;1,7351%
ESP;LTINT;TOT;PC_PA;A;2016;1,39330;1,3933%
ESP;LTINT;TOT;PC_PA;A;2017;1,55787;1,5579%
